@relation regression-input-weka.filters.unsupervised.attribute.Remove-R1

@attribute Input_1 numeric
@attribute Input_2 numeric
@attribute Input_3 numeric
@attribute Input_4 numeric
@attribute Input_5 numeric
@attribute Input_6 numeric
@attribute Input_7 numeric
@attribute Input_8 numeric
@attribute Input_9 numeric
@attribute Input_10 numeric
@attribute Input_11 numeric
@attribute Input_12 numeric
@attribute Input_13 numeric
@attribute Input_14 numeric
@attribute Output numeric

@data
1662.0833,-0.2831,0.0666,-0.2299,-0.2841,-0.2309,1.6703,0.1005,-0.192,-0.0794,1.3737,0.0645,-0.1684,-0.1017,-0.6192
1662.2917,-0.2258,0.0069,-0.0004,-0.1728,-0.0554,-0.1384,0.1572,0.0329,0.0355,-0.2228,0.1211,0.1094,0.1767,-0.7854
1662.5,-0.2258,0.1262,0.057,-0.1728,0.0032,-1.9129,0.2138,0.2015,0.1504,0.9796,0.1777,0.1094,0.2324,-0.6965
1662.7083,-0.2258,0.1262,0.1144,-0.1728,0.0617,-0.4398,0.2138,0.2015,0.2079,-0.3697,0.2343,0.2761,0.2324,-0.8425
1662.9167,-0.2831,0.0666,0.1144,-0.2841,0.0617,-1.2893,0.2138,0.2577,0.2079,0.5029,0.2343,0.2206,0.1767,-0.8712
1663.125,-0.2831,-0.0528,0.057,-0.2841,0.0032,-0.5195,0.1572,0.2015,0.2079,-0.8157,0.1777,0.165,0.1211,-0.8424
1663.3333,-0.3976,-0.1721,-0.0577,-0.2841,-0.1139,-1.236,0.1005,0.1453,0.2079,-0.6024,0.1777,-0.0573,-0.1017,-0.4247
1663.5417,-0.5121,-0.1721,-0.3446,-0.5625,-0.348,1.2264,-0.0128,-0.1358,-0.0794,0.4652,0.0079,-0.224,-0.2687,0.0409
1663.75,-0.7411,-0.2317,-0.5168,-0.6738,-0.5236,0.4301,-0.1828,-0.3044,-0.1943,1.2875,-0.1619,-0.4463,-0.6028,0.1014
1663.9583,-0.7411,-0.3511,-0.5741,-0.7295,-0.6406,1.6246,-0.2961,-0.3606,-0.3092,1.9208,-0.3317,-0.5574,-0.6028,0.1385
1664.1667,-0.8557,-0.5897,-0.7463,-0.8408,-0.7577,-0.6404,-0.4094,-0.5293,-0.3667,-2.2237,-0.5014,-0.6685,-0.6028,0.0745
1664.375,-0.8557,-0.5897,-0.861,-0.9521,-0.8162,0.9901,-0.4661,-0.5855,-0.5965,-0.4828,-0.5014,-0.7241,-0.6585,-0.1351
1664.5833,-0.9129,-0.709,-1.0332,-1.0635,-0.9918,0.3254,-0.5794,-0.7542,-0.7114,-0.2372,-0.6146,-0.7797,-0.8812,-0.4207
1664.7917,-0.9702,-0.709,-1.0905,-1.0635,-0.9918,-1.4178,-0.6361,-0.8104,-0.7689,0.2558,-0.6712,-0.8908,-0.9926,-0.7341
1665,-1.1419,-0.7687,-1.2053,-1.2861,-1.1673,0.8365,-0.6927,-1.0915,-0.8838,-1.6786,-0.7278,-1.0575,-1.104,-0.8392
1665.2083,-1.0847,-0.8283,-1.32,-1.2861,-1.2259,0.1434,-0.8627,-1.2601,-0.9412,-1.0066,-0.8976,-1.0575,-1.2153,-0.8682
1665.4167,-1.1419,-0.8283,-1.3774,-1.2305,-1.2844,-1.0623,-0.8627,-1.3163,-1.1136,-0.2711,-0.9542,-1.1131,-1.2153,-0.9011
1665.625,-1.0274,-0.8283,-1.32,-1.2305,-1.2259,1.3097,-0.806,-1.3725,-1.1136,0.1706,-0.8976,-1.2798,-1.271,-0.7737
1665.8333,-1.0847,-0.8283,-1.32,-1.2861,-1.2259,-2.4347,-0.8627,-1.3163,-1.1711,-0.8335,-0.8976,-1.2798,-1.271,-0.5476
1666.0417,-1.0274,-0.8283,-1.2053,-1.1191,-1.2259,0.2174,-0.9194,-1.1477,-1.1136,1.0212,-1.0108,-1.2243,-1.1596,-0.0981
1666.25,-1.0274,-0.8283,-1.2627,-1.1191,-1.2259,0.784,-0.8627,-1.1477,-1.0562,1.0332,-0.9542,-1.2243,-1.104,0.5102
1666.4583,-1.0274,-0.888,-1.2053,-1.1191,-1.2259,-0.2725,-0.8627,-1.2039,-1.1711,-0.3631,-1.0108,-1.2243,-1.104,0.8104
1666.6667,-1.0274,-0.8283,-1.2053,-1.1191,-1.1673,0.2601,-0.8627,-1.0352,-0.9412,0.2917,-1.0108,-1.1131,-1.0483,0.5909
1666.875,-0.8557,-0.7687,-0.861,-1.0078,-0.8747,0.7679,-0.806,-0.7542,-0.8263,0.002,-0.841,-0.8353,-0.7142,0.3162
1667.0833,-0.6839,-0.7687,-0.6889,-0.7851,-0.6991,-1.6222,-0.6361,-0.6417,-0.654,-2.0136,-0.6712,-0.6685,-0.6028,-0.071
1667.2917,-0.5694,-0.6493,-0.5168,-0.6181,-0.5821,0.8242,-0.5794,-0.5293,-0.539,-0.9632,-0.558,-0.5574,-0.5471,-0.3238
1667.5,-0.4549,-0.6493,-0.402,-0.5625,-0.465,0.728,-0.4661,-0.4169,-0.4241,-0.4662,-0.5014,-0.3351,-0.3244,0.2739
1667.7083,-0.3404,-0.5897,-0.2873,-0.5068,-0.348,0.4802,-0.4094,-0.3044,-0.3667,-0.9701,-0.3883,-0.2796,-0.213,0.1418
1667.9167,-0.2831,-0.53,-0.2873,-0.3955,-0.2895,-0.6811,-0.3528,-0.3044,-0.3092,1.6729,-0.3883,-0.1684,-0.213,-0.2622
1668.125,-0.2258,-0.5897,-0.2299,-0.3955,-0.2895,1.7028,-0.3528,-0.2482,-0.3092,0.9864,-0.3883,-0.1684,-0.213,-0.1993
1668.3333,-0.2831,-0.6493,-0.2873,-0.3398,-0.348,-1.8306,-0.2961,-0.2482,-0.3092,-0.3481,-0.3883,-0.3351,-0.2687,0.1019
1668.5417,-0.3976,-0.7687,-0.6315,-0.3955,-0.6991,1.2268,-0.4094,-0.6979,-0.7689,0.2279,-0.6146,-0.5018,-0.4914,0.6152
1668.75,-0.5694,-0.9476,-0.861,-0.4511,-0.8747,-0.4285,-0.5794,-1.0352,-0.9987,-1.3191,-0.7844,-0.7241,-0.6028,0.6654
1668.9583,-0.5694,-1.1863,-0.9758,-0.5068,-0.9332,1.9386,-0.806,-1.1477,-1.1711,-0.5531,-1.0108,-0.8908,-0.6585,0.629
1669.1667,-0.6839,-1.2459,-0.9758,-0.6738,-0.9918,-1.0656,-0.9194,-1.2601,-1.2285,-0.5671,-0.9542,-0.8353,-0.7142,0.4576
1669.375,-0.6839,-1.2459,-0.9184,-0.6738,-0.9918,-0.5105,-0.8627,-1.2039,-1.2285,0.0124,-0.8976,-0.8908,-0.6585,0.2044
1669.5833,-0.6839,-1.2459,-0.9184,-0.6738,-0.9918,-0.1473,-0.9194,-1.1477,-1.286,0.4187,-1.0108,-0.8353,-0.7142,-0.1875
1669.7917,-0.6839,-1.3056,-0.9758,-0.6738,-1.0503,2.5953,-1.0327,-1.1477,-1.2285,-2.5067,-0.9542,-0.8353,-0.7142,-0.6175
1670,-0.7411,-1.3056,-1.0332,-0.6181,-1.1673,0.2158,-0.9194,-1.0915,-1.286,1.2287,-1.0674,-0.8353,-0.7699,-0.7241
1670.2083,-0.7984,-1.3056,-0.9758,-0.7851,-1.1088,-0.8785,-1.0893,-1.0352,-1.286,0.9289,-1.124,-0.8908,-0.7699,-0.8167
1670.4167,-0.7984,-1.2459,-1.0332,-0.6738,-1.1088,-0.3371,-1.146,-1.0915,-1.1711,0.4674,-1.124,-0.8908,-0.7699,-0.8522
1670.625,-0.7984,-1.3652,-1.0332,-0.6181,-1.1673,1.514,-1.0893,-1.0915,-1.2285,-0.1052,-1.124,-0.8908,-0.7699,-0.7744
1670.8333,-0.7984,-1.3056,-1.0905,-0.8965,-1.2259,1.3744,-1.0893,-1.1477,-1.3434,-0.4409,-1.124,-0.8908,-0.8255,-0.574
1671.0417,-0.7984,-1.3056,-1.0905,-0.7295,-1.1673,-1.6354,-1.0327,-1.1477,-1.3434,1.6523,-1.0674,-0.9464,-0.8255,-0.1729
1671.25,-0.7984,-1.3056,-1.0332,-0.8965,-1.1088,1.3637,-0.976,-1.2039,-1.4009,-1.1339,-1.124,-0.9464,-0.8812,0.4768
1671.4583,-0.7984,-1.2459,-1.0332,-0.8965,-1.1673,-1.1074,-1.0893,-1.1477,-1.3434,-2.2219,-1.1806,-1.002,-0.9369,0.7669
1671.6667,-0.7411,-0.9476,-0.9184,-0.7295,-1.0503,0.0269,-1.0893,-0.9228,-1.1136,1.2379,-1.124,-1.002,-0.8812,0.4438
1671.875,-0.6839,-0.7687,-0.8036,-0.6738,-0.8747,-2.0108,-0.9194,-0.7542,-0.7689,0.86,-0.841,-0.7241,-0.7142,0.3651
1672.0833,-0.6266,-0.53,-0.5168,-0.6181,-0.5821,-0.9303,-0.806,-0.4169,-0.654,-1.6015,-0.6146,-0.5574,-0.5471,0.2067
1672.2917,-0.5121,-0.3511,-0.402,-0.4511,-0.5236,0.8396,-0.6361,-0.2482,-0.3667,0.5871,-0.5014,-0.3907,-0.4358,0.1164
1672.5,-0.3404,-0.2914,-0.2873,-0.3955,-0.2895,0.4232,-0.4661,-0.2482,-0.3092,-0.2327,-0.3883,-0.3351,-0.3244,0.0049
1672.7083,-0.1113,-0.2914,-0.1725,-0.2841,-0.1724,1.6159,-0.3528,-0.0796,-0.1368,-0.025,-0.3883,-0.1684,-0.2687,-0.1386
1672.9167,-0.1686,-0.3511,-0.1151,-0.1728,-0.1139,-1.1625,-0.2961,-0.192,-0.0794,-0.8566,-0.3317,-0.1684,-0.1017,-0.1171
1673.125,-0.0541,-0.4704,-0.1151,-0.1171,-0.0554,-0.2588,-0.2961,-0.1358,-0.1368,1.56,-0.3317,-0.1684,-0.1017,-0.0895
1673.3333,-0.1686,-0.5897,-0.1725,-0.2841,-0.2309,1.5866,-0.2961,-0.192,-0.1943,-0.6165,-0.3883,-0.224,-0.213,0.3212
1673.5417,-0.3404,-0.5897,-0.3446,-0.3955,-0.348,0.8841,-0.2961,-0.3606,-0.3667,0.5436,-0.4449,-0.3351,-0.2687,0.6958
1673.75,-0.3404,-0.5897,-0.5168,-0.3955,-0.5236,0.5199,-0.4094,-0.5855,-0.654,-1.1909,-0.4449,-0.5018,-0.4358,0.6372
1673.9583,-0.4549,-0.709,-0.5741,-0.4511,-0.6406,-0.5602,-0.4661,-0.6979,-0.7114,0.1065,-0.5014,-0.4463,-0.4914,0.5846
1674.1667,-0.3976,-0.7687,-0.4594,-0.4511,-0.5236,0.4982,-0.5227,-0.6417,-0.7689,0.5907,-0.5014,-0.5018,-0.4914,0.5132
1674.375,-0.4549,-0.709,-0.5168,-0.4511,-0.5236,1.4478,-0.4661,-0.5293,-0.7114,0.1359,-0.558,-0.5018,-0.4914,0.194
1674.5833,-0.4549,-0.6493,-0.4594,-0.4511,-0.465,1.9234,-0.6927,-0.4731,-0.7114,0.322,-0.558,-0.5574,-0.4914,-0.1598
1674.7917,-0.3976,-0.53,-0.5168,-0.4511,-0.465,-1.3645,-0.6927,-0.5293,-0.5965,-0.0535,-0.558,-0.613,-0.5471,-0.6123
1675,-0.3976,-0.4107,-0.4594,-0.4511,-0.465,0.9584,-0.5794,-0.5293,-0.5965,1.6086,-0.5014,-0.613,-0.5471,-0.7977
1675.2083,-0.3976,-0.4704,-0.4594,-0.3398,-0.4065,2.1574,-0.4094,-0.4731,-0.539,1.4009,-0.5014,-0.613,-0.5471,-0.9151
1675.4167,-0.3976,-0.4107,-0.4594,-0.3398,-0.4065,0.4918,-0.4661,-0.3606,-0.4241,0.3474,-0.4449,-0.5574,-0.5471,-0.9728
1675.625,-0.3404,-0.4107,-0.3446,-0.1728,-0.4065,1.307,-0.3528,-0.3044,-0.3667,1.8312,-0.3883,-0.5018,-0.5471,-0.9812
1675.8333,-0.2258,-0.2914,-0.2873,-0.0615,-0.2895,0.1086,-0.2961,-0.2482,-0.2518,-0.6341,-0.3317,-0.4463,-0.5471,-0.8456
1676.0417,-0.1113,-0.1721,-0.1151,-0.0058,-0.1139,-0.4759,-0.2394,-0.0796,-0.0219,0.6427,-0.2751,-0.4463,-0.4914,-0.5017
1676.25,0.0604,-0.1124,0.057,0.1055,0.0032,-0.2605,-0.1828,0.0329,0.093,-1.5856,-0.1053,-0.224,-0.3244,0.1695
1676.4583,-0.0541,0.0069,0.1144,0.0499,0.0617,0.9354,-0.0695,0.2015,0.2079,0.3169,0.0079,-0.0573,-0.213,0.3312
1676.6667,-0.1113,0.0666,0.1718,-0.1728,0.1202,-0.1109,0.0439,0.2015,0.2653,1.2505,0.1211,0.0539,-0.046,0.1484
1676.875,-0.3404,0.0069,0.057,-0.2285,0.0032,-0.7167,0.2138,0.2577,0.2079,-0.928,0.2343,0.0539,0.0097,0.0418
1677.0833,-0.2831,0.2455,-0.0577,-0.2841,-0.0554,1.4232,0.1572,0.0329,0.3228,0.3278,0.2343,-0.0573,0.0654,0.0067
1677.2917,-0.3976,0.0069,-0.0577,-0.3398,-0.1139,-0.0799,0.1572,-0.0796,0.0355,-1.4249,0.0645,-0.0017,0.0097,-0.0077
1677.5,-0.3404,-0.1721,-0.0577,-0.3398,-0.0554,0.9242,0.1005,0.0891,0.0355,0.7191,-0.1619,0.0539,-0.046,-0.1069
1677.7083,-0.3976,0.0069,-0.0577,-0.3955,-0.1139,0.7125,-0.0128,0.1453,0.1504,-0.0598,0.0079,0.0539,0.0097,-0.1286
1677.9167,-0.4549,-0.0528,-0.1725,-0.4511,-0.1724,0.1244,0.1005,0.0329,0.1504,-0.5713,0.0079,-0.0017,-0.1017,-0.066
1678.125,-0.3976,-0.0528,-0.1725,-0.2841,-0.1724,-1.2013,-0.0128,-0.0233,0.093,-0.2345,-0.0487,-0.0573,-0.1017,-0.0995
1678.3333,-0.4549,-0.1721,-0.2873,-0.4511,-0.2895,2.4156,-0.1261,-0.1358,-0.0219,-1.0875,-0.1619,-0.1684,-0.1574,0.0943
1678.5417,-0.5694,-0.3511,-0.4594,-0.5625,-0.465,-0.8066,-0.2394,-0.3044,-0.2518,1.6322,-0.3317,-0.2796,-0.3244,0.6524
1678.75,-0.6839,-0.3511,-0.5168,-0.7851,-0.5821,0.9805,-0.3528,-0.4731,-0.3667,0.6557,-0.4449,-0.4463,-0.3801,0.6466
1678.9583,-0.8557,-0.3511,-0.7463,-0.8965,-0.7577,0.2479,-0.4094,-0.5855,-0.539,-0.2624,-0.5014,-0.6685,-0.6028,0.6784
1679.1667,-0.7984,-0.4704,-0.9184,-0.9521,-0.7577,0.4873,-0.4661,-0.8104,-0.7114,1.2496,-0.558,-0.8353,-0.8255,0.5892
1679.375,-0.9129,-0.5897,-1.0332,-1.0078,-0.9918,-1.2452,-0.5227,-1.0915,-0.9412,-0.088,-0.6712,-1.1131,-0.8812,0.3721
1679.5833,-1.1992,-0.709,-1.2627,-0.9521,-1.2844,-0.1182,-0.6361,-1.2601,-1.1711,1.5355,-0.7278,-1.1131,-1.0483,-0.0125
1679.7917,-1.3137,-0.888,-1.3774,-1.0078,-1.3429,1.4154,-0.6927,-1.2601,-1.286,1.0586,-0.7844,-1.2243,-1.104,-0.3416
1680,-1.2565,-1.1863,-1.3774,-1.0078,-1.2844,-0.1155,-0.9194,-1.3163,-1.4009,-1.1583,-0.8976,-1.2798,-1.2153,-0.5679
1680.2083,-1.371,-1.2459,-1.4348,-1.1748,-1.3429,0.5269,-0.9194,-1.4288,-1.5158,-2.373,-1.0674,-1.4465,-1.3267,-0.541
1680.4167,-1.371,-1.3056,-1.4922,-1.2305,-1.4014,-0.6631,-1.0327,-1.5974,-1.5733,-2.1169,-1.0108,-1.5021,-1.3267,-0.6398
1680.625,-1.4282,-1.4249,-1.4922,-1.3418,-1.46,0.434,-1.0893,-1.6536,-1.5733,-1.0079,-1.124,-1.6132,-1.438,-0.5167
1680.8333,-1.4282,-1.4845,-1.5495,-1.3418,-1.46,0.2767,-1.0327,-1.7098,-1.6882,-0.5752,-1.124,-1.5021,-1.3267,-0.3566
1681.0417,-1.4855,-1.6635,-1.6069,-1.2861,-1.5185,0.4431,-1.316,-1.7098,-1.7456,-1.7689,-1.1806,-1.6132,-1.438,0.1057
1681.25,-1.5427,-1.6635,-1.6069,-1.3975,-1.577,-0.1553,-1.4293,-1.7661,-1.7456,0.8664,-1.2372,-1.6132,-1.438,0.7518
1681.4583,-1.6,-1.6635,-1.6643,-1.4531,-1.6356,-0.7255,-1.316,-1.8223,-1.7456,-0.4706,-1.2938,-1.6132,-1.438,0.9003
1681.6667,-1.6,-1.4249,-1.5495,-1.4531,-1.5185,-0.8404,-1.3726,-1.5974,-1.5733,0.7388,-1.0674,-1.5577,-1.2153,0.837
1681.875,-1.1419,-0.8283,-0.9758,-1.2305,-0.9918,-0.769,-1.2027,-1.0352,-1.1136,-0.2044,-0.6712,-1.2243,-0.8812,0.5377
1682.0833,-0.9129,-0.6493,-0.6889,-0.8408,-0.7577,-0.4316,-0.6927,-0.6417,-0.7689,0.8723,-0.5014,-0.8353,-0.7142,0.3883
1682.2917,-0.6839,-0.4107,-0.4594,-0.6738,-0.465,0.3463,-0.4661,-0.4169,-0.4241,-1.2832,-0.3317,-0.5018,-0.4358,0.2129
1682.5,-0.3976,-0.2914,-0.2873,-0.5068,-0.2895,-0.6772,-0.3528,-0.2482,-0.3092,-0.1562,-0.2751,-0.224,-0.213,-0.0136
1682.7083,-0.2831,-0.2317,-0.1725,-0.2841,-0.1724,-0.0418,-0.2961,-0.1358,-0.1943,-0.335,-0.2751,-0.1684,-0.1574,-0.0491
1682.9167,-0.1686,-0.3511,-0.0577,-0.2841,-0.1139,1.1168,-0.2394,-0.0233,-0.0794,0.0041,-0.2751,-0.0573,-0.1017,-0.1149
1683.125,-0.1113,-0.3511,-0.0577,-0.1728,-0.0554,0.9253,-0.2394,-0.0796,-0.1368,-0.2646,-0.2751,-0.0573,-0.046,-0.2065
1683.3333,-0.1113,-0.4704,-0.1151,-0.1728,-0.1724,1.813,-0.2961,-0.0796,-0.1368,-1.697,-0.3317,-0.1684,-0.1017,0.0409
1683.5417,-0.3976,-0.709,-0.4594,-0.3398,-0.465,-0.3975,-0.3528,-0.4169,-0.4816,0.9444,-0.5014,-0.5574,-0.3801,0.6321
1683.75,-0.7411,-0.7687,-0.9758,-0.6181,-0.9918,0.8822,-0.6361,-1.0915,-0.9412,-0.3838,-0.7844,-0.7241,-0.8255,0.6808
1683.9583,-1.0274,-0.888,-1.2053,-1.0078,-1.1673,-1.2195,-0.5794,-1.2601,-1.1136,-1.7191,-0.7844,-0.9464,-0.9926,0.8003
1684.1667,-1.0847,-0.888,-1.1479,-1.1748,-1.0503,-0.7297,-0.976,-1.2601,-1.0562,-1.5445,-0.8976,-1.0575,-1.104,0.7338
1684.375,-1.1992,-0.8283,-1.32,-1.0635,-1.1673,-0.5397,-0.8627,-1.485,-1.2285,-0.3057,-1.0108,-1.2243,-1.2153,0.5652
1684.5833,-1.2565,-0.8283,-1.2627,-1.2305,-1.1673,-1.5129,-1.0327,-1.4288,-1.1711,0.3465,-1.0108,-1.2798,-1.2153,0.2405
1684.7917,-1.0847,-0.888,-1.2627,-1.3975,-1.1673,-0.9231,-0.976,-1.5412,-1.286,0.6,-1.1806,-1.2243,-1.1596,-0.1023
1685,-0.7411,-1.0073,-1.2627,-1.0078,-1.1088,0.8388,-1.146,-1.485,-1.3434,0.482,-1.1806,-1.3354,-1.271,-0.2286
1685.2083,-0.7411,-0.9476,-0.9758,-1.0635,-0.9918,0.724,-1.2593,-1.2039,-1.2285,0.1406,-1.2372,-1.2798,-1.104,-0.3309
1685.4167,-0.8557,-0.9476,-1.1479,-1.0078,-0.9332,-1.4643,-1.316,-1.2039,-1.1136,0.7832,-1.2372,-1.3354,-1.1596,-0.3774
1685.625,-0.8557,-1.0669,-1.0332,-1.1191,-0.9918,0.5019,-1.316,-0.979,-1.1136,-0.6406,-1.2372,-1.3354,-0.9369,-0.35
1685.8333,-0.9129,-0.7687,-1.0905,-1.1191,-1.0503,1.6203,-1.316,-1.2039,-1.2285,1.3597,-1.0108,-1.391,-0.9369,-0.2453
1686.0417,-0.9129,-0.8283,-1.0905,-1.1748,-1.0503,0.9904,-1.0893,-1.3725,-1.4583,1.0518,-1.0108,-1.391,-1.2153,0.1342
1686.25,-0.8557,-0.8283,-1.32,-1.0635,-1.2259,0.8343,-1.0893,-1.5974,-1.5733,0.0234,-1.0674,-1.4465,-1.3824,0.6959
1686.4583,-0.9702,-0.888,-1.4348,-1.1748,-1.2259,0.1401,-1.0327,-1.5974,-1.6882,-0.5563,-1.124,-1.391,-1.3824,0.8761
1686.6667,-0.8557,-0.8283,-1.1479,-1.0635,-0.9918,1.808,-1.0893,-1.3163,-1.4583,-0.4689,-1.0674,-1.3354,-1.271,0.6408
1686.875,-0.7411,-0.709,-0.8036,-0.6738,-0.8162,1.6573,-0.9194,-0.8104,-0.8838,0.6217,-0.7844,-0.8908,-0.8812,0.4515
1687.0833,-0.6266,-0.6493,-0.4594,-0.6181,-0.5236,0.5343,-0.5794,-0.4731,-0.654,0.121,-0.5014,-0.4463,-0.4358,0.3922
1687.2917,-0.5121,-0.4704,-0.3446,-0.4511,-0.4065,1.2165,-0.4094,-0.3044,-0.3667,-1.3759,-0.3883,-0.3351,-0.2687,0.2207
1687.5,-0.3976,-0.4107,-0.2299,-0.3398,-0.2895,-1.2953,-0.2961,-0.192,-0.2518,-0.2224,-0.3883,-0.224,-0.213,0.1551
1687.7083,-0.3976,-0.4107,-0.2299,-0.3398,-0.2895,0.4214,-0.3528,-0.192,-0.2518,-0.3404,-0.3883,-0.1684,-0.1574,0.0267
1687.9167,-0.2831,-0.3511,-0.1725,-0.3398,-0.1724,1.2492,-0.2394,-0.1358,-0.1943,-0.1455,-0.3883,-0.1128,-0.046,-0.1094
1688.125,-0.3404,-0.3511,-0.1725,-0.3398,-0.2309,0.9006,-0.2961,-0.192,-0.1943,1.3327,-0.3883,-0.1128,-0.046,-0.1225
1688.3333,-0.3404,-0.4704,-0.2299,-0.3955,-0.2895,1.0383,-0.2961,-0.2482,-0.3092,0.9417,-0.4449,-0.224,-0.1574,0.107
1688.5417,-0.5694,-0.709,-0.4594,-0.5625,-0.5821,-1.0794,-0.4094,-0.5855,-0.539,1.1426,-0.558,-0.3907,-0.3801,0.6333
1688.75,-0.7984,-1.0669,-0.9184,-0.8408,-0.8747,0.9994,-0.5794,-1.0915,-1.0562,0.728,-0.6712,-0.6685,-0.4358,0.6818
1688.9583,-1.0847,-1.1863,-1.2053,-1.0078,-1.2259,-1.1929,-0.7494,-1.2039,-1.1136,-0.1343,-0.7844,-0.8353,-0.8812,0.5822
1689.1667,-1.1992,-1.2459,-1.32,-1.1748,-1.3429,-0.5155,-1.0327,-1.3163,-1.286,-0.3064,-0.9542,-1.002,-1.0483,0.5561
1689.375,-1.371,-1.3056,-1.4922,-1.3418,-1.46,-1.9464,-1.0327,-1.485,-1.4009,0.0422,-1.1806,-1.1687,-1.2153,0.4862
1689.5833,-1.371,-1.3652,-1.5495,-1.4531,-1.46,-0.9107,-1.146,-1.5412,-1.4009,-0.2647,-1.2938,-1.2243,-1.3267,0.272
1689.7917,-1.4855,-1.2459,-1.4348,-1.4531,-1.46,-1.5587,-1.316,-1.2039,-1.4009,1.4234,-1.4069,-1.391,-1.438,-0.0963
1690,-1.4855,-1.1863,-1.32,-1.5645,-1.3429,-0.9141,-1.2027,-1.3725,-1.4583,-0.073,-1.3504,-1.4465,-1.438,-0.2937
1690.2083,-1.4855,-1.2459,-1.3774,-1.5645,-1.3429,1.1017,-1.316,-1.4288,-1.6307,-0.2196,-1.5201,-1.4465,-1.4937,-0.2888
1690.4167,-1.5427,-1.3056,-1.4922,-1.6758,-1.46,-0.6765,-1.3726,-1.5974,-1.6882,0.8553,-1.5201,-1.4465,-1.4937,-0.3261
1690.625,-1.5427,-1.2459,-1.5495,-1.6758,-1.46,-0.2668,-1.5426,-1.6536,-1.7456,-0.2584,-1.6333,-1.5021,-1.4937,-0.2795
1690.8333,-1.6,-1.4845,-1.6069,-1.6758,-1.577,0.6497,-1.6559,-1.7098,-1.6307,0.1331,-1.5201,-1.5021,-1.6051,-0.1409
1691.0417,-1.5427,-1.4845,-1.6069,-1.6758,-1.5185,0.9684,-1.5426,-1.7098,-1.7456,-0.2064,-1.6333,-1.6132,-1.6051,0.0156
1691.25,-1.7145,-1.5442,-1.6069,-1.7871,-1.577,0.1013,-1.5993,-1.7098,-1.6307,0.5708,-1.6899,-1.6688,-1.6608,0.3426
1691.4583,-1.7145,-1.6039,-1.7217,-1.7871,-1.6356,-0.1719,-1.5993,-1.7098,-1.6882,-1.5698,-1.6899,-1.6688,-1.6608,0.722
1691.6667,-1.6573,-1.4845,-1.6643,-1.7315,-1.6356,-0.2159,-1.5993,-1.5974,-1.5733,-0.2388,-1.6333,-1.6132,-1.6051,0.7932
1691.875,-1.371,-0.888,-1.1479,-1.5088,-1.1088,-1.3727,-1.4293,-0.979,-0.8838,-0.9075,-1.2372,-1.1687,-1.2153,0.6311
1692.0833,-1.0274,-0.7687,-0.8036,-1.0078,-0.8747,-0.958,-1.0893,-0.6979,-0.654,-0.9941,-0.7844,-0.7797,-0.8812,0.3085
1692.2917,-0.7984,-0.709,-0.5741,-0.7295,-0.5821,-0.774,-0.7494,-0.4731,-0.4241,0.0552,-0.7278,-0.613,-0.6585,0.0404
1692.5,-0.5694,-0.53,-0.402,-0.5068,-0.4065,-0.1843,-0.6361,-0.3044,-0.3092,0.6792,-0.6146,-0.5018,-0.5471,-0.1356
1692.7083,-0.3976,-0.53,-0.2873,-0.3398,-0.2895,1.0261,-0.4661,-0.2482,-0.2518,0.361,-0.5014,-0.3351,-0.3244,-0.3334
1692.9167,-0.2831,-0.4107,-0.2299,-0.2285,-0.2895,-0.3283,-0.4094,-0.1358,-0.1943,-1.226,-0.5014,-0.224,-0.213,-0.4629
1693.125,-0.2258,-0.4704,-0.2299,-0.2285,-0.2309,1.2332,-0.4094,-0.192,-0.1943,0.3578,-0.4449,-0.224,-0.213,-0.4451
1693.3333,-0.2831,-0.5897,-0.2873,-0.2841,-0.2895,-0.4334,-0.3528,-0.192,-0.2518,-0.0254,-0.5014,-0.2796,-0.213,-0.1438
1693.5417,-0.4549,-0.8283,-0.5741,-0.3398,-0.6991,-0.6177,-0.4661,-0.5293,-0.5965,1.04,-0.7844,-0.613,-0.4358,0.2571
1693.75,-0.6266,-0.9476,-0.9184,-0.5625,-0.9332,-0.5441,-0.6361,-1.0915,-1.0562,0.1515,-0.7844,-0.8908,-0.6585,0.346
1693.9583,-0.8557,-1.0073,-1.2053,-0.6181,-1.2259,0.8056,-0.7494,-1.2039,-1.1711,0.3991,-0.8976,-0.7797,-0.7699,0.2087
1694.1667,-0.8557,-1.0073,-1.2053,-0.7851,-1.1673,1.3635,-0.7494,-1.3725,-1.286,-0.8197,-0.9542,-0.8353,-0.7699,0.0947
1694.375,-0.9702,-1.1266,-1.0905,-1.0078,-1.1673,1.2732,-0.806,-1.3725,-1.3434,0.2869,-1.0674,-0.9464,-0.8255,0.0178
1694.5833,-0.9129,-1.1266,-0.9758,-1.0078,-1.0503,0.4022,-0.8627,-1.1477,-1.0562,0.2695,-1.0108,-0.8908,-0.8255,-0.261
1694.7917,-0.9702,-1.1266,-1.1479,-0.9521,-1.2259,0.2825,-0.8627,-1.0352,-0.9987,0.7954,-0.8976,-0.8908,-0.9369,-0.6208
1695,-0.7411,-0.888,-1.0332,-0.8965,-1.1673,-0.2534,-0.806,-0.979,-1.2285,0.0594,-0.7844,-0.9464,-0.9369,-0.7572
1695.2083,-0.9129,-0.8283,-1.0905,-0.8408,-1.1673,0.5502,-0.7494,-1.0915,-1.2285,-0.1389,-0.7278,-0.8908,-0.9369,-0.8464
